survey_name,year,fsu_serial_no,sector,state,nss_region,district,stratum,sub_stratum,panel,sub_sample,fod_sub_region,sample_su_no,sample_sub_division_no,second_stage_stratum_no,sample_hhld_no,questionnaire_no,level,survey_code,reason_for_substitution_code,multiplier
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,2,01,H,01,1,,35560.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,01,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,02,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,03,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,04,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,05,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,06,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,07,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,08,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,09,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,10,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,11,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,12,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,13,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,14,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,15,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,16,H,01,1,,30331.0
HCES,2022,46626,1,01,013,11,13,01,1,1,0120,2,,3,17,H,01,1,,30331.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,01,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,02,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,03,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,04,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,05,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,06,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,07,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,08,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,09,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,10,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,11,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,12,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,13,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,14,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,15,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,16,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,17,H,01,1,,23213.0
HCES,2022,46623,1,01,013,12,13,01,1,2,0121,2,,3,18,H,01,1,,23213.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,1,01,H,01,1,,133475.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,1,02,H,01,1,,133475.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,1,03,H,01,1,,133475.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,1,04,H,01,1,,133475.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,2,01,H,01,1,,147525.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,2,02,H,01,1,,147525.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,2,03,H,01,1,,147525.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,2,04,H,01,2,9,147525.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,01,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,02,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,03,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,04,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,05,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,06,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,07,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,08,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,09,H,01,1,,110152.0
HCES,2022,46606,1,01,012,06,23,01,1,1,0110,3,,3,10,H,01,1,,110152.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,1,01,H,01,1,,140500.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,2,01,H,01,1,,224800.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,2,02,H,01,1,,224800.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,01,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,02,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,03,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,04,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,05,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,06,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,07,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,08,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,09,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,10,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,11,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,12,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,13,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,14,H,01,1,,175344.0
HCES,2022,46603,1,01,011,21,23,01,1,2,0110,1,,3,15,H,01,1,,175344.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,01,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,02,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,03,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,04,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,05,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,06,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,07,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,08,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,09,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,10,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,11,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,12,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,13,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,14,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,15,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,16,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,17,H,01,1,,89265.0
HCES,2022,46686,1,01,012,05,23,02,1,1,0110,2,,3,18,H,01,1,,89265.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,01,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,02,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,03,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,04,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,05,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,06,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,07,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,08,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,09,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,10,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,11,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,12,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,13,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,14,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,15,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,16,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,17,H,01,1,,122627.0
HCES,2022,46683,1,01,013,15,23,02,1,2,0121,1,,3,18,H,01,1,,122627.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,01,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,02,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,03,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,04,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,05,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,06,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,07,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,08,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,09,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,10,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,11,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,12,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,13,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,14,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,15,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,16,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,17,H,01,1,,122243.0
HCES,2022,46616,1,01,013,11,23,03,1,1,0120,1,,3,18,H,01,2,2,122243.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,01,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,02,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,03,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,04,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,05,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,06,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,07,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,08,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,09,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,10,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,11,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,12,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,13,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,14,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,15,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,16,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,17,H,01,1,,75032.0
HCES,2022,46613,1,01,012,06,23,03,1,2,0110,1,,3,18,H,01,1,,75032.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,1,01,H,01,1,,123726.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,1,02,H,01,2,2,123726.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,1,03,H,01,1,,123726.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,2,01,H,01,2,2,110702.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,2,02,H,01,1,,110702.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,2,03,H,01,2,2,110702.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,01,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,02,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,03,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,04,H,01,2,1,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,05,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,06,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,07,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,08,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,09,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,10,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,11,H,01,1,,82050.0
HCES,2022,46646,1,01,012,17,23,04,1,1,0111,3,,3,12,H,01,1,,82050.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,01,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,02,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,03,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,04,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,05,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,06,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,07,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,08,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,09,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,10,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,11,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,12,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,13,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,14,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,15,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,16,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,17,H,01,1,,106361.0
HCES,2022,46643,1,01,013,02,23,04,1,2,0120,2,,3,18,H,01,1,,106361.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,01,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,02,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,03,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,04,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,05,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,06,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,07,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,1,08,H,01,1,,52711.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,01,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,02,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,03,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,04,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,05,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,06,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,2,07,H,01,1,,57229.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,3,01,H,01,1,,50075.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,3,02,H,01,1,,50075.0
HCES,2022,46505,1,02,021,02,21,01,1,1,0212,1,,3,03,H,01,1,,50075.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,01,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,02,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,03,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,04,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,05,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,06,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,07,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,08,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,09,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,10,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,11,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,12,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,13,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,14,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,15,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,16,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,17,H,01,1,,52857.0
HCES,2022,46506,1,02,021,04,21,01,1,2,0213,1,,3,18,H,01,1,,52857.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,1,01,H,01,1,,144800.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,01,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,02,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,03,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,04,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,05,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,06,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,2,07,H,01,1,,120848.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,01,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,02,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,03,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,04,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,05,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,06,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,07,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,08,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,09,H,01,1,,114316.0
HCES,2022,46585,1,02,021,06,22,01,1,1,0211,1,,3,10,H,01,1,,114316.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,1,01,H,01,1,,181000.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,2,01,H,01,1,,137179.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,2,02,H,01,1,,137179.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,2,03,H,01,1,,137179.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,01,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,02,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,03,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,04,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,05,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,06,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,07,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,08,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,09,H,01,2,2,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,10,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,11,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,12,H,01,2,2,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,13,H,01,1,,140445.0
HCES,2022,46586,1,02,022,09,22,01,1,2,0210,1,,3,14,H,01,1,,140445.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,01,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,02,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,03,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,04,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,05,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,06,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,07,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,08,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,09,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,10,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,11,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,12,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,13,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,14,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,15,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,16,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,17,H,01,1,,246120.0
HCES,2022,46515,1,02,022,03,23,01,1,1,0213,2,,3,18,H,01,1,,246120.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,2,01,H,01,1,,123368.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,2,02,H,01,1,,123368.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,2,03,H,01,2,2,123368.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,2,04,H,01,1,,123368.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,01,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,02,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,03,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,04,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,05,H,01,2,2,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,06,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,07,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,08,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,09,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,10,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,11,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,12,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,13,H,01,1,,103806.0
HCES,2022,46516,1,02,021,05,23,01,1,2,0213,1,,3,14,H,01,2,9,103806.0
